projectname,packagename,classqualifiedname,classname,ori_package,tar_package,ori_CBO,ori_MPC_max,ori_MPC_ave,ori_MPC_sum,tar_CBO,tar_MPC_max,tar_MPC_ave,tar_MPC_sum
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,com.ctc.wstx.sr,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.caldav,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.exception,3,10,4.8,24,1,1,0.111111111,1
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.exchange,3,10,4.8,24,1,2,0.125,2
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.exchange.dav,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.exchange.ews,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.http,3,10,4.8,24,2,3,0.333333333,4
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.imap,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.ldap,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.pop,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.service,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.smtp,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.ui,3,10,4.8,24,2,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.ui.browser,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.ui.tray,3,10,4.8,24,6,11,1.571428571,11
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.util,3,10,4.8,24,0,0,0,0
davmail-4.5.1,davmail,davmail.DavGateway,DavGateway,davmail,davmail.web,3,10,4.8,24,1,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,com.ctc.wstx.sr,3,27,5.4,27,0,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.caldav,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.exception,3,27,5.4,27,0,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.exchange,3,27,5.4,27,6,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.exchange.dav,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.exchange.ews,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.http,3,27,5.4,27,4,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.imap,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.ldap,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.pop,3,27,5.4,27,2,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.service,3,27,5.4,27,1,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.smtp,3,27,5.4,27,1,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.ui,3,27,5.4,27,1,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.ui.browser,3,27,5.4,27,0,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.ui.tray,3,27,5.4,27,4,7,1,7
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.util,3,27,5.4,27,0,0,0,0
davmail-4.5.1,davmail,davmail.Settings,Settings,davmail,davmail.web,3,27,5.4,27,1,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,com.ctc.wstx.sr,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.caldav,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.exception,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.exchange,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.exchange.dav,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.exchange.ews,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.http,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.imap,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.ldap,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.pop,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.service,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.smtp,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.ui,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.ui.browser,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.ui.tray,4,7,2.4,12,1,6,0.857142857,6
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.util,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractServer,AbstractServer,davmail,davmail.web,4,7,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,com.ctc.wstx.sr,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.caldav,2,3,0.6,3,2,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.exception,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.exchange,2,3,0.6,3,1,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.exchange.dav,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.exchange.ews,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.http,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.imap,2,3,0.6,3,2,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.ldap,2,3,0.6,3,2,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.pop,2,3,0.6,3,2,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.service,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.smtp,2,3,0.6,3,2,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.ui,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.ui.browser,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.ui.tray,2,3,0.6,3,1,14,2,14
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.util,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.AbstractConnection,AbstractConnection,davmail,davmail.web,2,3,0.6,3,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,com.ctc.wstx.sr,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.caldav,1,12,2.4,12,1,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.exception,1,12,2.4,12,1,2,0.222222222,2
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.exchange,1,12,2.4,12,2,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.exchange.dav,1,12,2.4,12,1,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.exchange.ews,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.http,1,12,2.4,12,2,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.imap,1,12,2.4,12,1,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.ldap,1,12,2.4,12,1,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.pop,1,12,2.4,12,1,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.service,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.smtp,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.ui,1,12,2.4,12,7,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.ui.browser,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.ui.tray,1,12,2.4,12,6,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.util,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail,davmail.BundleMessage,BundleMessage,davmail,davmail.web,1,12,2.4,12,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,com.ctc.wstx.sr,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail,1,94,47,94,4,21,5.2,26
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.exception,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.exchange,1,94,47,94,4,40,3,48
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.exchange.dav,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.exchange.ews,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.http,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.imap,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.ldap,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.pop,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.service,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.smtp,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.ui,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.ui.browser,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.ui.tray,1,94,47,94,1,21,3,21
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.util,1,94,47,94,2,12,8.5,17
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavConnection,CaldavConnection,davmail.caldav,davmail.web,1,94,47,94,0,0,0,0
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavServer,CaldavServer,davmail.caldav,davmail,0,0,0,0,2,1,0.2,1
davmail-4.5.1,davmail.caldav,davmail.caldav.CaldavServer,CaldavServer,davmail.caldav,davmail.imap,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpNotFoundException,HttpNotFoundException,davmail.exception,davmail.pop,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpNotFoundException,HttpNotFoundException,davmail.exception,davmail.service,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpNotFoundException,HttpNotFoundException,davmail.exception,davmail.smtp,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.DavMailAuthenticationException,DavMailAuthenticationException,davmail.exception,com.ctc.wstx.sr,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.LoginTimeoutException,LoginTimeoutException,davmail.exception,davmail.exchange.dav,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.LoginTimeoutException,LoginTimeoutException,davmail.exception,davmail.service,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.LoginTimeoutException,LoginTimeoutException,davmail.exception,davmail.ui.browser,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.LoginTimeoutException,LoginTimeoutException,davmail.exception,davmail.web,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.WebdavNotAvailableException,WebdavNotAvailableException,davmail.exception,davmail.ui,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.WebdavNotAvailableException,WebdavNotAvailableException,davmail.exception,davmail.ui.tray,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpServerErrorException,HttpServerErrorException,davmail.exception,davmail.imap,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.InsufficientStorageException,InsufficientStorageException,davmail.exception,davmail.ui,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.InsufficientStorageException,InsufficientStorageException,davmail.exception,davmail.ui.browser,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.DavMailException,DavMailException,davmail.exception,davmail,0,0,0,0,2,3,0.6,3
davmail-4.5.1,davmail.exception,davmail.exception.DavMailException,DavMailException,davmail.exception,davmail.pop,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpPreconditionFailedException,HttpPreconditionFailedException,davmail.exception,davmail.http,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpPreconditionFailedException,HttpPreconditionFailedException,davmail.exception,davmail.ui.browser,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exception,davmail.exception.HttpPreconditionFailedException,HttpPreconditionFailedException,davmail.exception,davmail.ui.tray,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,com.ctc.wstx.sr,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail,1,0,0,0,1,1,0.2,1
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.caldav,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.exception,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.exchange.dav,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.exchange.ews,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.http,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.imap,1,0,0,0,1,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.ldap,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.pop,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.service,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.smtp,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.ui,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.ui.browser,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.ui.tray,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.util,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.FolderLoadThread,FolderLoadThread,davmail.exchange,davmail.web,1,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,com.ctc.wstx.sr,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.caldav,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.exception,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.exchange.dav,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.exchange.ews,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.http,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.imap,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.ldap,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.pop,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.service,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.smtp,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.ui,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.ui.browser,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.ui.tray,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.util,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.ICSBufferedWriter,ICSBufferedWriter,davmail.exchange,davmail.web,4,6,0.375,6,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,com.ctc.wstx.sr,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.caldav,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.exception,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.exchange.dav,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.exchange.ews,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.http,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.imap,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.ldap,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.pop,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.service,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.smtp,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.ui,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.ui.browser,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.ui.tray,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.util,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MimeOutputStreamWriter,MimeOutputStreamWriter,davmail.exchange,davmail.web,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.DoubleDotOutputStream,DoubleDotOutputStream,davmail.exchange,com.ctc.wstx.sr,0,0,0,0,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,com.ctc.wstx.sr,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail,2,2,0.125,2,1,1,0.2,1
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.caldav,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.exception,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.exchange.dav,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.exchange.ews,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.http,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.imap,2,2,0.125,2,1,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.ldap,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.pop,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.service,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.smtp,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.ui,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.ui.browser,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.ui.tray,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.util,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.MessageCreateThread,MessageCreateThread,davmail.exchange,davmail.web,2,2,0.125,2,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.DoubleDotInputStream,DoubleDotInputStream,davmail.exchange,com.ctc.wstx.sr,1,4,0.25,4,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.DoubleDotInputStream,DoubleDotInputStream,davmail.exchange,davmail,1,4,0.25,4,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.DoubleDotInputStream,DoubleDotInputStream,davmail.exchange,davmail.caldav,1,4,0.25,4,0,0,0,0
davmail-4.5.1,davmail.exchange,davmail.exchange.DoubleDotInputStream,DoubleDotInputStream,davmail.exchange,davmail.exception,1,4,0.25,4,0,0,0,0
